name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-850 b,5419,3.82 Earths,15.611,2016
Kepler-851 b,2738,3.46 Earths,15.172,2016
Kepler-852 b,5281,6.99 Earths,14.006,2016
Kepler-853 b,1855,3.5 Earths,12.339,2016
Kepler-855 b,4914,0.166 Jupiters,15.157,2016
Kepler-856 b,4408,0.199 Jupiters,15.594,2016
Kepler-857 b,3208,37.2 Earths,15.167,2016
Kepler-858 b,974,21.1 Earths,12.568,2016
Kepler-859 b,2740,9.75 Earths,15.977,2016
Kepler-85 b,2496,4.54 Earths,14.89,2012
Kepler-85 c,2496,20.9 Earths,14.89,2012
Kepler-85 d,2496,1.87 Earths,14.89,2014
Kepler-85 e,2496,0.6 Earths,14.89,2014
Kepler-860 b,3446,10.6 Earths,15.544,2016
Kepler-861 b,2774,5.82 Earths,15.993,2016
Kepler-862 b,3389,5.52 Earths,15.601,2016
Kepler-863 b,4892,8.75 Earths,15.567,2016
Kepler-864 b,6599,6.35 Earths,15.898,2016
Kepler-865 b,1912,6.76 Earths,14.635,2016
Kepler-866 b,2109,3.29 Earths,16.124,2016
Kepler-867 b,3900,19.4 Earths,15.098,2016
Kepler-868 b,5197,4.86 Earths,15.872,2016
Kepler-869 b,3065,12.7 Earths,15.122,2016
Kepler-870 b,4108,8.15 Earths,15.326,2016
Kepler-871 b,6446,13.5 Earths,15.882,2016
Kepler-872 b,2870,4.62 Earths,15.242,2016
Kepler-873 b,3856,13.5 Earths,15.052,2016
Kepler-874 b,3530,14.7 Earths,14.822,2016
Kepler-875 b,4053,8.75 Earths,15.357,2016
Kepler-876 b,2678,2.63 Earths,15.647,2016
Kepler-877 b,1964,5.14 Earths,14.74,2016
Kepler-878 b,2582,4.38 Earths,14.967,2016
Kepler-879 b,2618,7.13 Earths,14.429,2016
Kepler-87 b,4022,1.02 Jupiters,14.681,2013
Kepler-87 c,4022,6.4 Earths,14.681,2013
Kepler-880 b,1962,7.56 Earths,11.845,2016
Kepler-881 b,4486,3.82 Earths,15.281,2016
Kepler-882 b,1646,2.04 Earths,14.188,2016
Kepler-883 b,2047,3.82 Earths,13.169,2016
Kepler-884 b,1555,2.04 Earths,13.164,2016
Kepler-885 b,2125,6.8 Earths,12.948,2016
Kepler-886 b,2320,2.92 Earths,14.054,2016
Kepler-887 b,2892,4.04 Earths,13.52,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-888 b,1373,3.75 Earths,13.061,2016
Kepler-889 b,1952,1.32 Earths,12.998,2016
Kepler-88 d,1229,3.05046 Jupiters,13.209,2020
Kepler-890 b,5585,0.184 Jupiters,15.235,2016
Kepler-891 b,7635,33.6 Earths,15.386,2016
Kepler-871 b,6446,13.5 Earths,15.882,2016
Kepler-872 b,2870,4.62 Earths,15.242,2016
Kepler-873 b,3856,13.5 Earths,15.052,2016
Kepler-874 b,3530,14.7 Earths,14.822,2016
Kepler-875 b,4053,8.75 Earths,15.357,2016
Kepler-876 b,2678,2.63 Earths,15.647,2016
Kepler-877 b,1964,5.14 Earths,14.74,2016
Kepler-878 b,2582,4.38 Earths,14.967,2016
Kepler-879 b,2618,7.13 Earths,14.429,2016
Kepler-87 b,4022,1.02 Jupiters,14.681,2013
Kepler-87 c,4022,6.4 Earths,14.681,2013
Kepler-880 b,1962,7.56 Earths,11.845,2016
Kepler-881 b,4486,3.82 Earths,15.281,2016
Kepler-882 b,1646,2.04 Earths,14.188,2016
Kepler-883 b,2047,3.82 Earths,13.169,2016
Kepler-884 b,1555,2.04 Earths,13.164,2016
Kepler-885 b,2125,6.8 Earths,12.948,2016
Kepler-886 b,2320,2.92 Earths,14.054,2016
Kepler-887 b,2892,4.04 Earths,13.52,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-888 b,1373,3.75 Earths,13.061,2016
Kepler-889 b,1952,1.32 Earths,12.998,2016
Kepler-88 d,1229,3.05046 Jupiters,13.209,2020
Kepler-890 b,5585,0.184 Jupiters,15.235,2016
Kepler-891 b,7635,33.6 Earths,15.386,2016
Kepler-871 b,6446,13.5 Earths,15.882,2016
Kepler-872 b,2870,4.62 Earths,15.242,2016
Kepler-873 b,3856,13.5 Earths,15.052,2016
Kepler-874 b,3530,14.7 Earths,14.822,2016
Kepler-875 b,4053,8.75 Earths,15.357,2016
Kepler-876 b,2678,2.63 Earths,15.647,2016
Kepler-877 b,1964,5.14 Earths,14.74,2016
Kepler-878 b,2582,4.38 Earths,14.967,2016
Kepler-879 b,2618,7.13 Earths,14.429,2016
Kepler-87 b,4022,1.02 Jupiters,14.681,2013
Kepler-87 c,4022,6.4 Earths,14.681,2013
Kepler-880 b,1962,7.56 Earths,11.845,2016
Kepler-881 b,4486,3.82 Earths,15.281,2016
Kepler-882 b,1646,2.04 Earths,14.188,2016
Kepler-883 b,2047,3.82 Earths,13.169,2016
Kepler-884 b,1555,2.04 Earths,13.164,2016
Kepler-885 b,2125,6.8 Earths,12.948,2016
Kepler-886 b,2320,2.92 Earths,14.054,2016
Kepler-887 b,2892,4.04 Earths,13.52,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-888 b,1373,3.75 Earths,13.061,2016
Kepler-889 b,1952,1.32 Earths,12.998,2016
Kepler-88 d,1229,3.05046 Jupiters,13.209,2020
Kepler-890 b,5585,0.184 Jupiters,15.235,2016
Kepler-891 b,7635,33.6 Earths,15.386,2016
Kepler-871 b,6446,13.5 Earths,15.882,2016
Kepler-872 b,2870,4.62 Earths,15.242,2016
Kepler-873 b,3856,13.5 Earths,15.052,2016
Kepler-874 b,3530,14.7 Earths,14.822,2016
Kepler-875 b,4053,8.75 Earths,15.357,2016
Kepler-876 b,2678,2.63 Earths,15.647,2016
Kepler-877 b,1964,5.14 Earths,14.74,2016
Kepler-878 b,2582,4.38 Earths,14.967,2016
Kepler-879 b,2618,7.13 Earths,14.429,2016
Kepler-87 b,4022,1.02 Jupiters,14.681,2013
Kepler-87 c,4022,6.4 Earths,14.681,2013
Kepler-880 b,1962,7.56 Earths,11.845,2016
Kepler-881 b,4486,3.82 Earths,15.281,2016
Kepler-882 b,1646,2.04 Earths,14.188,2016
Kepler-883 b,2047,3.82 Earths,13.169,2016
Kepler-884 b,1555,2.04 Earths,13.164,2016
Kepler-885 b,2125,6.8 Earths,12.948,2016
Kepler-886 b,2320,2.92 Earths,14.054,2016
Kepler-887 b,2892,4.04 Earths,13.52,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-888 b,1373,3.75 Earths,13.061,2016
Kepler-889 b,1952,1.32 Earths,12.998,2016
Kepler-88 d,1229,3.05046 Jupiters,13.209,2020
Kepler-890 b,5585,0.184 Jupiters,15.235,2016
Kepler-891 b,7635,33.6 Earths,15.386,2016
Kepler-871 b,6446,13.5 Earths,15.882,2016
Kepler-872 b,2870,4.62 Earths,15.242,2016
Kepler-873 b,3856,13.5 Earths,15.052,2016
Kepler-874 b,3530,14.7 Earths,14.822,2016
Kepler-875 b,4053,8.75 Earths,15.357,2016
Kepler-876 b,2678,2.63 Earths,15.647,2016
Kepler-877 b,1964,5.14 Earths,14.74,2016
Kepler-878 b,2582,4.38 Earths,14.967,2016
Kepler-879 b,2618,7.13 Earths,14.429,2016
Kepler-87 b,4022,1.02 Jupiters,14.681,2013
Kepler-87 c,4022,6.4 Earths,14.681,2013
Kepler-880 b,1962,7.56 Earths,11.845,2016
Kepler-881 b,4486,3.82 Earths,15.281,2016
Kepler-882 b,1646,2.04 Earths,14.188,2016
Kepler-883 b,2047,3.82 Earths,13.169,2016
Kepler-884 b,1555,2.04 Earths,13.164,2016
Kepler-885 b,2125,6.8 Earths,12.948,2016
Kepler-886 b,2320,2.92 Earths,14.054,2016
Kepler-887 b,2892,4.04 Earths,13.52,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-888 b,1373,3.75 Earths,13.061,2016
Kepler-889 b,1952,1.32 Earths,12.998,2016
Kepler-88 d,1229,3.05046 Jupiters,13.209,2020
Kepler-890 b,5585,0.184 Jupiters,15.235,2016
Kepler-891 b,7635,33.6 Earths,15.386,2016
Kepler-871 b,6446,13.5 Earths,15.882,2016
Kepler-872 b,2870,4.62 Earths,15.242,2016
Kepler-873 b,3856,13.5 Earths,15.052,2016
Kepler-874 b,3530,14.7 Earths,14.822,2016
Kepler-875 b,4053,8.75 Earths,15.357,2016
Kepler-876 b,2678,2.63 Earths,15.647,2016
Kepler-877 b,1964,5.14 Earths,14.74,2016
Kepler-878 b,2582,4.38 Earths,14.967,2016
Kepler-879 b,2618,7.13 Earths,14.429,2016
Kepler-87 b,4022,1.02 Jupiters,14.681,2013
Kepler-87 c,4022,6.4 Earths,14.681,2013
Kepler-880 b,1962,7.56 Earths,11.845,2016
Kepler-881 b,4486,3.82 Earths,15.281,2016
Kepler-882 b,1646,2.04 Earths,14.188,2016
Kepler-883 b,2047,3.82 Earths,13.169,2016
Kepler-884 b,1555,2.04 Earths,13.164,2016
Kepler-885 b,2125,6.8 Earths,12.948,2016
Kepler-886 b,2320,2.92 Earths,14.054,2016
Kepler-887 b,2892,4.04 Earths,13.52,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-888 b,1373,3.75 Earths,13.061,2016
Kepler-889 b,1952,1.32 Earths,12.998,2016
Kepler-88 d,1229,3.05046 Jupiters,13.209,2020
Kepler-890 b,5585,0.184 Jupiters,15.235,2016
Kepler-891 b,7635,33.6 Earths,15.386,2016
Kepler-871 b,6446,13.5 Earths,15.882,2016
Kepler-872 b,2870,4.62 Earths,15.242,2016
Kepler-873 b,3856,13.5 Earths,15.052,2016
Kepler-874 b,3530,14.7 Earths,14.822,2016
Kepler-875 b,4053,8.75 Earths,15.357,2016
Kepler-876 b,2678,2.63 Earths,15.647,2016
Kepler-877 b,1964,5.14 Earths,14.74,2016
Kepler-878 b,2582,4.38 Earths,14.967,2016
Kepler-879 b,2618,7.13 Earths,14.429,2016
Kepler-87 b,4022,1.02 Jupiters,14.681,2013
Kepler-87 c,4022,6.4 Earths,14.681,2013
Kepler-880 b,1962,7.56 Earths,11.845,2016
Kepler-881 b,4486,3.82 Earths,15.281,2016
Kepler-882 b,1646,2.04 Earths,14.188,2016
Kepler-883 b,2047,3.82 Earths,13.169,2016
Kepler-884 b,1555,2.04 Earths,13.164,2016
Kepler-885 b,2125,6.8 Earths,12.948,2016
Kepler-886 b,2320,2.92 Earths,14.054,2016
Kepler-887 b,2892,4.04 Earths,13.52,2016
Kepler-887 c,2892,1.51 Earths,13.52,2016
Kepler-888 b,1373,3.75 Earths,13.061,2016
Kepler-889 b,1952,1.32 Earths,12.998,2016
Kepler-88 d,1229,3.05046 Jupiters,13.209,2020
Kepler-890 b,5585,0.184 Jupiters,15.235,2016
Kepler-891 b,7635,33.6 Earths,15.386,2016
Kepler-892 b,1862,8.3 Earths,15.967,2016
Kepler-893 b,4194,9.43 Earths,15.347,2016
Kepler-894 b,3793,8.15 Earths,15.686,2016
Kepler-895 b,1762,2.99 Earths,16.21,2016
Kepler-896 b,7617,6.94 Earths,15.457,2016
Kepler-897 b,4956,6.3 Earths,15.177,2016
Kepler-898 b,1582,2.83 Earths,16.695,2016
Kepler-899 b,4066,7.65 Earths,15.713,2016
Kepler-8 b,3333,0.59 Jupiters,13.598,2010
Kepler-900 b,1590,4.98 Earths,15.19,2016
Kepler-901 b,828,2.45 Earths,15.85,2016
Kepler-902 b,3801,6.99 Earths,14.992,2016
Kepler-903 b,4466,4.7 Earths,14.856,2016
Kepler-903 c,4466,6.94 Earths,14.856,2016
Kepler-904 b,3191,3.78 Earths,14.56,2016
Kepler-905 b,1726,2.57 Earths,14.058,2016
Kepler-906 b,2472,5.1 Earths,14.019,2016
Kepler-907 b,1148,1.87 Earths,11.16,2016
Kepler-908 b,949,1.98 Earths,11.607,2016
Kepler-909 b,1010,2.76 Earths,11.626,2016
Kepler-90b,2767,2.27 Earths,13.883,2013
Kepler-90c,2767,1.81 Earths,13.883,2013
Kepler-90d,2767,8.6 Earths,13.883,2013
Kepler-90e,2767,7.56 Earths,13.883,2013
Kepler-90f,2767,8.65 Earths,13.883,2013
Kepler-90g,2767,0.8 Jupiters,13.883,2013
Kepler-90h,2767,1.2 Jupiters,13.883,2013
Kepler-90 i,2767,2.3 Earths,13.883,2017
Kepler-910 b,1306,0.477 Earths,11.44,2016
Kepler-911 b,1814,7.27 Earths,11.767,2016
Kepler-912 b,6539,8.25 Earths,15.668,2016
Kepler-913 b,3235,4.9 Earths,15.522,2016
Kepler-913 c,3235,14.2 Earths,15.522,2021
Kepler-914 b,2459,2.48 Earths,13.667,2016
Kepler-915 b,2770,2.86 Earths,13.314,2016
Kepler-916 b,2710,3.75 Earths,15.363,2016
Kepler-917 b,11288,4.31 Earths,15.896,2016
Kepler-918 b,3344,3.68 Earths,15.064,2016
Kepler-919 b,3653,5.69 Earths,14.806,2016
Kepler-91 b,4223,0.81 Jupiters,12.712,2013
Kepler-920 b,3267,6.44 Earths,15.492,2016
Kepler-920 c,3267,13.8 Earths,15.492,2016
Kepler-921 b,3048,8.6 Earths,14.852,2016
Kepler-922 b,1749,2.6 Earths,13.863,2016
Kepler-923 b,3263,2.48 Earths,14.124,2016
Kepler-924 b,3435,9.64 Earths,14.293,2016
Kepler-925 b,1993,6.08 Earths,16.025,2016
Kepler-926 b,3005,5.95 Earths,14.431,2016
Kepler-927 b,2713,3.61 Earths,14.817,2016
Kepler-928 b,1660,3.15 Earths,15.586,2016
Kepler-929 b,4277,1.41 Earths,14.738,2016
Kepler-92 b,1559,0.202 Jupiters,11.671,2013
Kepler-92 c,1559,6.1 Earths,11.671,2013
Kepler-92 d,1559,4.93 Earths,11.671,2015
Kepler-930 b,2767,5.18 Earths,13.89,2016
Kepler-931 b,1598,2.33 Earths,14.643,2016
Kepler-932 b,1519,2.45 Earths,14.308,2016
Kepler-933 b,3318,6.62 Earths,15.614,2016
Kepler-934 b,1986,5.02 Earths,15.238,2016
Kepler-935 b,1539,2.39 Earths,15.01,2016
Kepler-936 b,2686,2.7 Earths,14.84,2016
Kepler-937 b,5126,13.4 Earths,15.405,2016
Kepler-937 c,5126,7.61 Earths,15.405,2016
Kepler-938 b,3856,5.56 Earths,15.148,2016
Kepler-939 b,6829,3.71 Earths,15.653,2016
Kepler-93 b,313,4.54426 Earths,9.996,2014
Kepler-93 c,313,3 Jupiters,9.996,2014
Kepler-940 b,4113,11.1 Earths,15.727,2016
Kepler-941 b,3550,9.69 Earths,15.803,2016
Kepler-942 b,706,5.18 Earths,13.25,2016
Kepler-943 b,7504,29.5 Earths,15.76,2016
Kepler-944 b,4402,7.41 Earths,15.636,2016
Kepler-945 b,5386,7.41 Earths,15.599,2016
Kepler-946 b,3710,4.38 Earths,15.011,2016
Kepler-947 b,5646,5.82 Earths,16.064,2016
Kepler-948 b,2831,4.08 Earths,14.811,2016
Kepler-949 b,1586,8.8 Earths,14.718,2016
Kepler-94 b,626,10.84 Earths,13.071,2014
Kepler-94 c,626,9.836 Jupiters,13.071,2014
Kepler-950 b,7051,0.188 Jupiters,16,2016
Kepler-951 b,1248,26.7 Earths,14.841,2016
Kepler-952 b,4254,0.143 Jupiters,15.323,2016
Kepler-953 b,845,16.5 Earths,11.871,2016
Kepler-953 c,845,1.81 Earths,11.871,2016
Kepler-954 b,704,5.99 Earths,13.095,2016
Kepler-955 b,1795,9.96 Earths,14.734,2016
Kepler-956 b,1778,9.27 Earths,13.387,2016
Kepler-957 b,2690,25.9 Earths,15.833,2016
Kepler-958 b,1467,4.9 Earths,13.91,2016
Kepler-959 b,2635,17.6 Earths,12.606,2016
Kepler-95 b,1454,13 Earths,12.382,2014
Kepler-960 b,929,5.86 Earths,14.127,2016
Kepler-961 b,1873,7.04 Earths,14.204,2016
Kepler-962 b,1342,4.54 Earths,13.68,2016
Kepler-963 b,2517,7.56 Earths,15.091,2016
Kepler-964 b,1483,5.14 Earths,14.061,2016
Kepler-965 b,1901,11.4 Earths,13.488,2016
Kepler-966 b,3353,16 Earths,14.731,2016
Kepler-967 b,1855,6.12 Earths,14.702,2016
Kepler-967 c,1855,12.9 Earths,14.702,2016
Kepler-968 b,947,4.66 Earths,14.626,2016
Kepler-968 c,947,3.5 Earths,14.626,2016
Kepler-969 b,1273,4.94 Earths,13.865,2016
Kepler-969 c,1273,0.937 Earths,13.865,2016
Kepler-96 b,401,8.46 Earths,10.568,2014
Kepler-970 b,1081,7.31 Earths,15.21,2016
Kepler-971 b,1104,5.18 Earths,13.483,2016
Kepler-972 b,3908,19.5 Earths,15.084,2016
Kepler-973 b,1072,4.5 Earths,13.478,2016
Kepler-974 b,438,3.09 Earths,15.295,2016
Kepler-975 b,1390,2.79 Earths,14.633,2016
Kepler-976 b,3302,14.9 Earths,15.861,2016
Kepler-977 b,1855,7.37 Earths,14.754,2016
Kepler-978 b,2226,9.22 Earths,13.513,2016
Kepler-979 b,1881,7.85 Earths,14.882,2016
Kepler-97 b,1308,3.51 Earths,12.994,2014
Kepler-97 c,1308,1.08 Jupiters,12.994,2014
Kepler-980 b,3136,7.61 Earths,14.221,2016
Kepler-981 b,2864,5.95 Earths,14.875,2016
Kepler-982 b,2614,5.69 Earths,13.099,2016
Kepler-983 b,2330,6.17 Earths,14.1125,2016
Kepler-984 b,1501,5.14 Earths,13.599,2016
Kepler-985 b,2216,9.17 Earths,14.904,2016
Kepler-986 b,1789,6.17 Earths,13.69,2016
Kepler-987 b,2982,10.7 Earths,15.171,2016
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KMT-2018-BLG-0029L b,11026,7.59 Earths,,2020
KMT-2018-BLG-0748L b,23813,0.19 Jupiters,,2020
KMT-2018-BLG-1025L b,21872,6.059 Earths,,2021
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KMT-2018-BLG-0029L b,11026,7.59 Earths,,2020
KMT-2018-BLG-0748L b,23813,0.19 Jupiters,,2020
KMT-2018-BLG-1025L b,21872,6.059 Earths,,2021
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KMT-2018-BLG-0029L b,11026,7.59 Earths,,2020
KMT-2018-BLG-0748L b,23813,0.19 Jupiters,,2020
KMT-2018-BLG-1025L b,21872,6.059 Earths,,2021
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KMT-2018-BLG-0029L b,11026,7.59 Earths,,2020
KMT-2018-BLG-0748L b,23813,0.19 Jupiters,,2020
KMT-2018-BLG-1025L b,21872,6.059 Earths,,2021
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KMT-2018-BLG-0029L b,11026,7.59 Earths,,2020
KMT-2018-BLG-0748L b,23813,0.19 Jupiters,,2020
KMT-2018-BLG-1025L b,21872,6.059 Earths,,2021
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
KMT-2016-BLG-2397L b,15919,2.63 Jupiters,,2020
KMT-2016-BLG-2605L b,20945,0.771 Jupiters,,2021
KMT-2017-BLG-0165L b,14777,34 Earths,20.86,2018
KMT-2017-BLG-1038L b,19572,2 Jupiters,,2019
KMT-2017-BLG-1146L b,21203,0.71 Jupiters,,2019
KMT-2017-BLG-2509L b,22964,2.09 Jupiters,,2021
KMT-2018-BLG-0029L b,11026,7.59 Earths,,2020
KMT-2018-BLG-0748L b,23813,0.19 Jupiters,,2020
KMT-2018-BLG-1025L b,21872,6.059 Earths,,2021
KIC 5095269 b,3877,7.693 Jupiters,13.595,2017
KIC 5437945 b,4156,33.6 Earths,13.834,2015
KIC 5479689 b,1484,0.5 Jupiters,13.929,2021
KIC 5951458 b,2423,35.4 Earths,12.836,2015
KIC 7917485 b,4511,11.8 Jupiters,13.166,2016
KIC 8121913 b,2307,2.1 Jupiters,12.38,2021
KIC 8540376 b,3498,15.8 Earths,14.411,2015
KIC 8540376 c,3498,6.35 Earths,14.411,2015
KIC 9663113 b,5202,19.2 Earths,14.027,2015
KMT-2016-BLG-0212L b,20551,18 Jupiters,,2018
KMT-2016-BLG-1107L b,21696,3.283 Jupiters,,2019
KMT-2016-BLG-1397L b,21529,7 Jupiters,,2018
KMT-2016-BLG-1820L b,20420,4.57 Jupiters,,2018
KMT-2016-BLG-1836L b,23160,2.2 Jupiters,,2019
KMT-2016-BLG-2142L b,22867,15.49 Jupiters,,2018
KMT-2016-BLG-2364L b,21007,3.93 Jupiters,,2020
